Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Month,Total Energy Generation (TWh)
Russia,2011,1981.93,20017.29,42.88,70.03,45.78,37.55,1112.24,0.07,Dec,1825.94
Russia,2011,7155.35,44924.33,56.21,43.68,51.3,34.59,344.83,0.3,Feb,6813.26
Russia,2011,7517.83,26178.72,41.85,77.5,28.4,11.86,1774.81,0.34,Jan,7273.9
Russia,2011,6827.59,8542.3,33.73,32.16,45.09,34.21,1237.95,0.24,Jul,6911.73
Russia,2011,415.23,20665.47,37.91,57.4,25.79,18.14,662.44,0.09,Jun,414.26
Russia,2011,8468.82,48047.3,68.64,43.6,39.28,22.01,4783.43,0.15,Mar,8410.72
Russia,2011,7414.85,10966.72,52.34,63.94,24.21,15.8,1532.33,0.47,May,7065.29
Russia,2011,2845.67,30345.34,82.09,23.77,31.56,16.34,3395.27,0.43,Nov,2920.28
Russia,2011,5799.93,27157.57,17.99,65.96,50.78,25.69,2070.76,0.43,Oct,5629.95
Russia,2011,5305.31,23030.58,38.78,35.21,36.5,37.61,560.97,0.2,Sep,5553.95
Russia,2012,584.23,19236.89,5.51,53.07,56.86,38.52,733.95,0.41,Apr,581.38
Russia,2012,6833.97,45371.76,11.13,70.56,21.86,18.54,2800.6,0.13,Aug,6280.01
Russia,2012,7094.64,19307.12,57.85,27.85,39.7,32.92,2222.49,0.49,Dec,7104.76
Russia,2012,4751.91,48822.38,21.58,13.69,49.45,31.45,1792.35,0.47,Feb,4508.45
Russia,2012,4096.37,6460.95,51.55,72.59,46.48,32.37,4216.42,0.08,Jan,4108.45
Russia,2012,9307.27,32942.65,44.62,33.53,52.37,32.97,4157.46,0.28,Jul,8473.77
Russia,2012,7934.28,44238.39,17.42,30.0,57.97,23.79,4003.27,0.08,Jun,7348.99
Russia,2012,7814.34,33090.28,24.15,29.45,56.65,33.28,3829.27,0.3,Mar,8035.96
Russia,2012,6920.04,31152.54,55.53,36.93,30.44,26.85,2535.5,0.29,May,6463.85
Russia,2012,3681.6,1801.35,30.98,73.42,28.33,39.53,1925.19,0.32,Nov,3775.69
Russia,2012,5109.45,21378.18,62.85,73.89,40.63,31.26,3179.3,0.39,Oct,4812.55
Russia,2012,9327.25,35172.68,89.46,49.68,55.88,20.96,1848.96,0.19,Sep,9293.97
Russia,2013,3323.9,48921.16,86.25,47.72,53.6,37.33,4700.44,0.26,Apr,3337.6
Russia,2013,9550.71,20816.87,60.94,79.41,26.77,33.3,4367.62,0.4,Aug,9330.07
Russia,2013,9150.89,29276.51,24.0,25.17,20.27,26.33,771.09,0.23,Dec,8654.88
Russia,2013,4497.17,15264.05,32.4,54.33,25.65,12.01,4655.19,0.35,Feb,4190.9
Russia,2013,1909.72,26459.15,45.0,33.05,56.9,33.89,2786.77,0.13,Jan,1728.26
Russia,2013,966.05,11068.81,82.3,17.99,21.29,28.75,3421.98,0.09,Jul,913.49
Russia,2013,3824.03,27907.91,64.92,12.32,46.43,22.59,1380.91,0.1,Jun,3816.28
Russia,2013,7494.35,14342.1,48.53,55.68,26.37,21.67,1731.33,0.46,Mar,7799.71
Russia,2013,8252.19,35019.45,57.08,42.34,32.8,35.25,3094.97,0.46,May,8505.37
Russia,2013,205.01,36878.29,14.08,12.46,40.97,35.74,4239.74,0.1,Oct,208.07
Russia,2013,2926.03,21324.95,72.73,12.37,54.99,18.78,820.62,0.45,Sep,2979.48
Russia,2014,282.81,6136.57,41.04,64.15,27.94,28.91,2856.21,0.16,Apr,282.74
Russia,2014,386.23,38056.63,19.19,61.35,45.06,26.12,66.93,0.35,Aug,362.69
Russia,2014,4947.93,13128.26,72.58,11.38,42.78,30.9,4249.28,0.48,Dec,5126.45
Russia,2014,6574.04,32033.2,32.14,54.9,47.19,28.89,3676.27,0.33,Feb,6578.05
Russia,2014,7628.97,2719.6,26.99,65.29,51.66,30.42,1541.02,0.09,Jan,7507.41
Russia,2014,5840.34,34337.61,14.47,45.37,56.21,12.22,4381.85,0.32,Jul,5353.54
Russia,2014,4469.54,39888.02,20.13,33.71,26.82,13.31,3834.88,0.26,Jun,4322.31
Russia,2014,5216.9,33143.24,38.6,18.84,26.4,14.86,4827.25,0.12,May,5055.46
Russia,2014,8751.68,30373.29,71.8,75.75,32.33,36.8,71.83,0.43,Nov,9011.47
Russia,2014,8169.23,46769.75,79.0,60.85,21.91,23.72,161.16,0.49,Oct,8022.16
Russia,2014,9971.91,7096.55,70.68,50.44,20.73,28.41,586.47,0.08,Sep,9543.72
Russia,2015,9042.82,5180.77,72.09,69.23,57.1,17.68,4954.72,0.36,Aug,9463.49
Russia,2015,9141.72,38905.1,47.15,46.72,25.52,10.97,374.66,0.4,Dec,8379.37
Russia,2015,3058.32,35174.01,67.31,15.92,23.96,30.12,1635.89,0.26,Feb,2946.33
Russia,2015,3334.88,49489.64,80.28,24.11,57.42,21.45,3007.16,0.28,Jan,3022.41
Russia,2015,742.25,37913.99,37.05,66.37,38.74,21.9,3132.36,0.31,Jul,750.4
Russia,2015,377.25,10534.47,67.55,30.21,31.5,13.03,1522.53,0.35,Jun,391.48
Russia,2015,2116.12,40607.3,73.39,62.31,26.78,30.49,698.27,0.48,Mar,1993.4
Russia,2015,4629.7,48634.13,67.11,35.58,44.78,37.58,4565.17,0.35,May,4762.81
Russia,2015,7439.81,31015.72,69.71,71.08,47.91,25.7,3183.62,0.3,Nov,7021.94
Russia,2015,6637.83,26884.86,38.22,29.21,30.89,27.03,399.06,0.39,Oct,6880.88
Russia,2015,1159.41,40918.39,39.64,72.19,50.31,30.03,406.33,0.21,Sep,1174.59
Russia,2016,7636.59,42614.57,24.99,37.65,30.25,33.81,3273.56,0.29,Apr,7794.94
Russia,2016,697.62,14340.84,86.64,26.17,47.92,39.96,3463.57,0.48,Aug,629.74
Russia,2016,9068.96,4549.06,72.31,63.17,40.9,26.24,1179.73,0.28,Dec,9471.82
Russia,2016,9855.51,28790.29,16.95,72.08,36.16,32.2,258.09,0.38,Feb,9944.22
Russia,2016,3567.0,46146.73,59.18,66.86,41.3,18.51,3928.7,0.47,Jan,3373.36
Russia,2016,9819.62,14893.62,15.13,58.64,47.41,30.0,2760.78,0.32,Jul,10059.31
Russia,2016,4072.03,1046.79,15.21,69.7,54.33,26.57,2838.51,0.43,Jun,3836.78
Russia,2016,2451.48,36906.48,66.71,24.95,52.86,16.31,647.43,0.47,Mar,2527.26
Russia,2016,6856.26,8790.41,86.68,62.91,45.08,36.01,2799.08,0.18,May,6286.42
Russia,2016,2085.78,8777.14,48.28,12.49,31.54,11.3,2578.98,0.34,Nov,2097.36
Russia,2016,7995.46,38136.09,59.39,61.56,23.69,15.76,2128.91,0.05,Oct,7844.38
Russia,2017,4348.61,20884.01,16.54,22.46,53.04,30.11,4049.21,0.32,Apr,3976.72
Russia,2017,2858.42,15440.65,29.76,63.82,36.57,13.8,1545.59,0.35,Aug,2676.29
Russia,2017,3369.84,1051.31,20.63,35.68,54.06,38.92,1768.46,0.49,Dec,3039.13
Russia,2017,8317.65,31677.29,12.51,13.55,57.05,17.25,2875.09,0.21,Feb,8070.74
Russia,2017,8667.22,23646.37,48.48,68.06,51.04,38.96,2868.9,0.42,Jan,8192.17
Russia,2017,8094.36,31997.49,28.9,25.85,43.91,36.01,3210.68,0.13,Jun,8011.42
Russia,2017,1991.35,6809.78,11.47,64.47,32.82,21.47,4304.25,0.21,May,1881.0
Russia,2017,4853.72,10143.77,59.71,52.63,20.82,19.79,4477.91,0.49,Nov,4586.71
Russia,2017,895.2,39663.74,73.34,54.55,27.37,16.53,4478.89,0.05,Oct,905.48
Russia,2017,7757.46,49267.61,83.9,41.41,22.05,12.71,1866.89,0.37,Sep,7037.73
Russia,2018,8917.72,38662.67,11.17,34.35,21.88,19.12,2785.54,0.39,Apr,9233.71
Russia,2018,4206.99,41979.13,63.88,50.01,27.26,21.68,76.26,0.28,Aug,4324.11
Russia,2018,4980.63,2958.6,42.89,76.56,42.07,16.94,3618.86,0.39,Dec,4981.48
Russia,2018,9277.42,27942.4,85.5,25.35,27.42,17.28,790.89,0.49,Feb,9175.21
Russia,2018,8569.13,39049.64,82.46,39.51,43.71,37.52,1433.15,0.11,Jan,8859.16
Russia,2018,7763.21,1694.97,12.84,53.94,22.62,33.58,1267.51,0.33,Jul,7202.7
Russia,2018,2600.93,34695.41,11.36,32.38,58.95,16.73,267.73,0.19,Jun,2371.65
Russia,2018,5423.93,42816.02,88.12,21.62,21.92,14.64,435.81,0.43,Mar,5076.4
Russia,2018,9120.58,38756.46,83.84,28.12,44.46,27.89,68.88,0.17,May,9295.57
Russia,2018,1541.12,6720.3,52.32,40.03,57.71,28.83,4964.27,0.24,Nov,1395.02
Russia,2018,3443.78,19479.59,65.06,79.59,52.15,39.45,1299.8,0.26,Oct,3400.46
Russia,2018,1988.41,19528.7,89.38,71.42,20.49,11.48,3462.61,0.12,Sep,2086.47
Russia,2019,1091.69,32705.66,37.75,27.24,37.2,28.27,3155.77,0.26,Apr,1122.64
Russia,2019,6347.55,26001.75,62.79,52.12,47.76,36.63,1454.82,0.32,Aug,6209.28
Russia,2019,5579.5,15373.29,87.52,62.54,30.7,27.56,90.87,0.18,Dec,5074.81
Russia,2019,5317.74,6517.86,45.14,66.23,23.0,30.99,733.58,0.22,Feb,5449.12
Russia,2019,3740.13,49004.57,84.54,16.81,27.11,26.22,1843.33,0.44,Jan,3702.16
Russia,2019,5982.18,30550.56,62.15,35.41,55.17,27.91,3661.07,0.46,Jul,5487.09
Russia,2019,6762.79,11886.43,6.05,18.66,54.4,34.34,4728.25,0.47,Jun,6181.72
Russia,2019,1329.19,12246.3,55.47,61.4,34.41,32.62,842.19,0.18,Mar,1377.63
Russia,2019,2832.23,37299.43,16.83,71.83,39.13,18.75,2476.39,0.11,May,2833.31
Russia,2019,9999.26,23430.22,81.96,31.63,58.69,23.16,1602.54,0.27,Nov,10243.17
Russia,2019,2809.59,47587.61,31.35,33.06,47.87,19.5,832.95,0.17,Oct,2899.07
Russia,2019,1808.06,9606.6,50.9,30.02,44.97,22.38,1923.31,0.06,Sep,1782.32
Russia,2020,8363.91,22593.12,59.67,71.01,36.96,35.29,1221.02,0.12,Apr,8176.7
Russia,2020,364.26,42843.93,18.64,66.76,54.73,23.91,4923.61,0.1,Aug,351.35
Russia,2020,7808.66,27596.16,13.73,13.42,59.76,18.53,3318.77,0.24,Dec,7399.03
Russia,2020,9817.93,31042.35,79.17,64.71,35.49,37.52,214.16,0.2,Feb,9476.16
Russia,2020,3481.36,1632.62,60.9,43.59,40.38,31.46,1654.27,0.27,Jan,3537.35
Russia,2020,2233.46,44400.57,52.35,51.31,33.84,21.53,1884.6,0.49,Jul,2211.77
Russia,2020,7673.93,34502.04,35.81,43.32,41.28,14.17,3643.08,0.05,Jun,7933.91
Russia,2020,9775.47,15363.36,6.2,33.68,31.78,18.75,1408.02,0.39,Mar,9448.06
Russia,2020,4437.2,19620.96,6.14,79.07,28.51,15.83,934.05,0.05,May,4397.55
Russia,2020,5805.46,42764.45,35.41,49.06,28.38,38.4,3491.56,0.21,Nov,5774.67
Russia,2020,3744.52,49587.15,31.56,38.24,48.56,13.84,4103.29,0.33,Oct,3702.41
Russia,2020,9624.55,1708.8,77.36,63.39,48.42,24.01,525.95,0.2,Sep,9676.48
Russia,2021,2375.71,32615.41,41.15,75.41,38.06,23.07,2702.55,0.18,Apr,2222.75
Russia,2021,7332.54,43258.72,15.76,35.88,35.04,19.62,1115.78,0.33,Aug,7162.83
Russia,2021,6122.36,22323.57,26.88,54.93,42.07,25.63,2997.02,0.07,Dec,5605.84
Russia,2021,2788.83,971.41,64.54,10.13,57.12,33.86,3071.34,0.42,Feb,2670.8
Russia,2021,9856.85,16852.23,55.14,39.93,25.13,35.3,2111.78,0.49,Jan,9592.19
Russia,2021,8298.27,49725.97,46.33,74.73,21.9,36.51,1107.51,0.18,Jul,8280.29
Russia,2021,587.52,33491.59,83.4,38.61,59.82,14.92,2788.28,0.31,Jun,612.54
Russia,2021,1540.84,14916.84,12.52,42.16,38.48,24.24,1616.35,0.3,Mar,1525.58
Russia,2021,6895.7,42044.53,70.43,30.6,59.85,29.29,3963.83,0.18,May,6975.27
Russia,2021,9958.98,30947.12,10.12,24.07,39.95,20.15,508.87,0.12,Nov,9719.37
Russia,2021,5977.38,12419.57,83.47,22.9,28.72,11.83,329.01,0.1,Oct,5948.18
Russia,2021,1083.89,8412.25,73.54,38.06,35.26,22.53,4820.64,0.44,Sep,987.03
Russia,2022,3621.31,45145.61,22.58,45.63,55.72,31.22,2109.03,0.45,Apr,3397.36
Russia,2022,6250.89,30049.09,16.21,66.35,54.14,33.52,1027.9,0.08,Aug,5965.09
Russia,2022,5157.44,36480.66,73.28,64.27,44.19,19.85,1990.45,0.49,Dec,5007.22
Russia,2022,7911.15,48963.94,8.44,49.67,21.72,29.31,4850.04,0.24,Feb,7174.21
Russia,2022,7421.56,6798.54,58.44,59.46,55.92,32.08,4588.72,0.21,Jan,6835.28
Russia,2022,7698.32,10926.76,32.16,44.27,51.42,21.2,2360.37,0.31,Jul,7248.14
Russia,2022,5634.71,45223.65,27.41,64.0,56.74,11.99,2079.22,0.07,Jun,5892.38
Russia,2022,6201.93,27016.71,42.92,44.28,55.98,23.88,3310.81,0.05,Mar,5889.99
Russia,2022,478.82,41116.88,87.84,42.71,58.71,38.11,4499.24,0.08,May,465.56
Russia,2022,2017.79,42479.74,17.38,53.4,52.53,13.69,222.7,0.31,Nov,1875.36
Russia,2022,4561.15,36812.25,70.62,12.2,34.98,31.46,220.69,0.18,Oct,4522.91
Russia,2022,5414.41,6341.29,85.89,46.16,34.95,38.93,1385.85,0.13,Sep,5100.93
Russia,2023,347.75,45642.8,73.97,54.34,27.6,29.98,4651.81,0.45,Apr,323.77
Russia,2023,7814.11,46374.01,63.43,64.26,44.28,38.55,3122.25,0.11,Aug,7638.18
Russia,2023,6029.77,13784.11,15.83,36.26,33.49,27.72,2703.84,0.26,Dec,5431.77
Russia,2023,4434.22,12891.26,18.41,77.03,35.78,16.58,3618.71,0.33,Feb,3995.9
Russia,2023,2517.97,35481.63,54.84,43.46,25.68,36.11,442.45,0.23,Jan,2348.91
Russia,2023,501.14,3255.49,23.43,40.91,31.14,34.17,705.7,0.43,Jul,453.79
Russia,2023,554.61,20450.1,31.83,54.66,53.15,12.62,2658.52,0.41,Jun,508.14
Russia,2023,5730.41,26569.45,14.95,16.35,23.42,37.86,1815.14,0.2,Mar,5448.64
Russia,2023,824.99,11225.77,21.41,57.79,23.86,11.0,4155.18,0.15,May,841.81
Russia,2023,9587.03,511.92,68.84,19.5,22.23,17.08,4281.28,0.08,Nov,9450.96
Russia,2023,1889.68,40232.5,22.92,50.09,58.49,14.66,736.29,0.36,Oct,1846.03
Russia,2023,8584.14,28135.84,87.73,13.23,30.18,13.08,2362.72,0.07,Sep,8103.63
Russia,2024,6828.79,20008.67,74.59,69.66,31.28,21.86,2907.8,0.13,Apr,7100.32
Russia,2024,7366.64,43204.12,42.97,74.86,31.83,31.83,4917.13,0.37,Aug,7068.68
Russia,2024,3880.21,41913.54,63.12,57.92,25.11,25.15,2881.22,0.22,Dec,3542.88
Russia,2024,2966.47,40500.43,59.14,75.52,42.84,10.27,3630.99,0.26,Feb,2944.4
Russia,2024,9715.82,44103.39,75.57,14.54,38.84,35.92,3942.85,0.14,Jan,8910.14
Russia,2024,8094.24,43059.09,86.72,20.98,43.62,18.86,3751.7,0.27,Jul,7703.96
Russia,2024,2090.73,8470.41,41.68,71.52,27.38,29.85,3066.44,0.42,Jun,2040.79
Russia,2024,2885.25,15425.26,63.65,40.7,58.2,23.6,3058.66,0.06,Mar,2975.08
Russia,2024,6743.02,42021.47,71.06,56.95,44.05,24.53,731.8,0.43,May,6567.92
Russia,2024,5651.4,42596.07,72.25,25.51,26.2,17.19,684.26,0.29,Nov,5681.57
Russia,2024,3409.21,42280.03,23.36,53.23,47.41,39.11,2637.94,0.06,Oct,3576.0
Russia,2024,9758.21,45005.32,73.49,64.38,45.0,30.34,2540.86,0.1,Sep,8974.85
UK,2000,6148.18,8864.73,57.87,18.8,57.12,26.46,1433.26,0.22,Apr,5786.73
UK,2000,2396.64,5202.65,47.98,14.47,56.8,17.57,3089.96,0.22,Aug,2298.82
UK,2000,6452.7,1375.75,79.66,53.45,54.64,38.14,4870.78,0.36,Dec,6215.72
UK,2000,7801.14,6433.07,7.56,38.45,47.45,24.32,363.38,0.19,Feb,7501.99
UK,2000,4993.71,28394.04,11.5,31.36,37.37,29.39,4719.91,0.05,Jan,5174.19
UK,2000,1258.71,18827.61,50.89,34.25,45.47,39.97,568.94,0.21,Jul,1267.65
UK,2000,6635.71,3740.45,30.05,18.86,48.52,29.08,1974.68,0.31,Jun,6577.22
UK,2000,4010.9,34054.54,26.86,74.89,23.09,23.16,3285.68,0.16,Mar,3795.94
UK,2000,328.22,9432.61,10.75,48.48,30.41,10.23,2347.01,0.39,May,335.96
UK,2000,7077.36,26955.84,67.56,39.07,21.99,24.39,3025.87,0.28,Nov,7383.52
UK,2000,1669.56,35728.2,69.1,12.52,22.7,27.39,2690.2,0.16,Oct,1708.26
UK,2000,9156.68,36325.61,60.67,16.01,39.7,34.49,644.03,0.29,Sep,8243.16
UK,2001,989.59,23559.01,41.05,79.47,32.13,14.84,3985.99,0.16,Apr,985.1
UK,2001,7047.37,21777.93,56.73,58.4,54.61,25.77,1265.03,0.45,Aug,6396.69
UK,2001,3008.64,21426.52,69.9,14.04,35.56,15.39,232.84,0.17,Dec,2824.03
UK,2001,7284.35,14502.15,56.79,46.28,48.07,21.18,3586.59,0.33,Feb,6620.95
UK,2001,6964.29,8505.43,80.63,11.53,30.87,19.14,277.59,0.39,Jan,6898.61
UK,2001,4401.58,48958.81,51.21,49.33,40.75,20.16,415.99,0.07,Jul,4414.73
UK,2001,5344.28,15177.36,34.41,13.94,32.45,29.43,1442.96,0.48,Jun,4901.63
UK,2001,9130.15,19701.68,12.87,37.38,43.85,22.21,1433.95,0.36,Mar,8742.81
UK,2001,913.8,32365.08,34.29,12.41,54.74,35.98,3959.37,0.16,May,884.96
UK,2001,9172.49,10008.31,49.86,64.99,47.58,19.63,3635.64,0.36,Nov,8763.01
UK,2001,1363.9,7497.18,8.49,76.36,35.85,32.56,938.63,0.46,Oct,1252.27
UK,2001,2614.27,26937.46,71.58,63.98,38.47,34.79,4558.61,0.41,Sep,2517.13
UK,2002,1084.67,39450.08,64.37,40.36,39.56,22.46,1911.33,0.31,Apr,1098.42
UK,2002,3417.73,42126.95,60.49,62.16,46.76,20.9,2843.13,0.11,Aug,3112.36
UK,2002,6217.39,33223.73,22.43,77.87,43.08,21.15,575.27,0.08,Dec,5670.43
UK,2002,7264.43,25742.75,75.47,10.75,46.33,12.77,3260.68,0.29,Feb,6924.57
UK,2002,139.85,32413.92,21.6,55.47,50.2,19.49,996.17,0.27,Jan,145.62
UK,2002,2750.74,31394.84,52.26,10.84,40.71,23.34,4950.59,0.17,Jul,2751.53
UK,2002,6259.76,15610.49,11.7,58.12,40.07,25.79,924.38,0.17,Jun,6271.03
UK,2002,8000.66,16270.06,73.61,46.16,40.65,29.55,114.04,0.45,Mar,7634.93
UK,2002,1265.0,42259.38,58.72,39.54,52.71,31.54,3276.31,0.09,May,1251.15
UK,2002,4454.23,36284.25,48.56,32.28,52.23,35.56,4362.92,0.31,Nov,4015.58
UK,2002,2435.42,32935.43,82.54,70.36,52.46,14.0,4618.28,0.24,Oct,2424.25
UK,2002,9695.44,5006.46,25.37,17.04,44.21,27.54,2892.04,0.38,Sep,10054.1
UK,2003,8542.78,48103.05,79.12,28.55,23.91,31.23,4392.68,0.48,Apr,8473.46
UK,2003,6876.05,44776.2,82.91,73.35,41.85,16.85,2080.15,0.38,Aug,7089.58
UK,2003,2053.15,13696.58,38.04,78.46,59.06,25.96,3947.64,0.43,Dec,2070.8
UK,2003,7220.79,31741.59,9.24,58.91,30.68,30.12,3958.38,0.45,Feb,6629.29
UK,2003,9471.72,48436.54,18.14,42.06,47.33,25.38,2681.17,0.06,Jan,9806.72
UK,2003,6256.64,30397.95,70.41,18.69,29.75,28.65,4647.6,0.47,Jul,5693.33
UK,2003,1672.49,31993.18,88.77,50.16,23.73,19.38,3883.32,0.29,Jun,1639.2
UK,2003,7070.81,2249.87,39.65,39.24,46.29,17.65,4113.91,0.38,Mar,6514.48
UK,2003,6886.73,26903.32,54.58,10.53,26.29,30.96,359.68,0.23,May,6210.15
UK,2003,2158.07,34086.01,81.84,57.94,41.2,26.39,3158.41,0.05,Nov,2078.88
UK,2003,1338.21,17742.48,11.37,42.46,28.02,33.33,4373.29,0.22,Oct,1263.61
UK,2003,4646.45,17283.97,46.7,26.15,31.65,12.14,4753.31,0.05,Sep,4520.53
UK,2004,9104.43,12494.1,74.68,49.61,56.13,31.79,1919.92,0.26,Apr,8982.25
UK,2004,2988.77,49857.22,16.07,21.72,25.15,25.75,246.59,0.33,Aug,2709.5
UK,2004,9817.26,34477.41,58.59,75.12,46.05,32.24,1983.04,0.37,Dec,9016.67
UK,2004,6760.63,1096.47,85.73,48.84,43.11,12.68,4074.3,0.15,Feb,6651.08
UK,2004,4771.56,36626.5,58.71,44.29,52.36,10.05,1968.18,0.17,Jan,4540.02
UK,2004,661.48,41343.26,20.2,45.19,52.49,28.68,3606.31,0.27,Jun,667.68
UK,2004,2185.81,35577.22,54.78,20.62,38.47,21.85,1042.18,0.3,Mar,2181.1
UK,2004,5258.69,14469.11,69.54,13.69,47.68,20.09,4248.61,0.36,May,5399.84
UK,2004,586.97,2390.94,39.67,29.41,50.56,21.94,2120.29,0.42,Nov,589.24
UK,2004,6119.9,25729.17,13.0,59.18,40.09,33.25,1324.01,0.31,Oct,5902.58
UK,2004,8306.69,3460.07,41.77,27.96,55.48,16.94,3741.56,0.44,Sep,8314.54
UK,2005,2112.57,11922.89,30.07,31.9,50.77,34.72,2465.93,0.33,Apr,1988.58
UK,2005,7431.88,19954.9,10.45,30.27,59.31,36.94,4057.2,0.29,Dec,7030.16
UK,2005,4845.59,27426.5,83.58,62.14,23.78,31.47,51.34,0.33,Feb,4934.5
UK,2005,8253.39,39544.6,5.59,79.33,23.1,21.75,2607.34,0.07,Jan,7980.72
UK,2005,3148.64,27384.14,50.77,57.88,41.42,26.91,3113.62,0.06,Jul,3210.85
UK,2005,9115.71,22899.53,86.14,58.88,40.96,13.43,1158.21,0.47,Jun,9328.68
UK,2005,4406.1,25709.08,77.34,73.01,28.5,28.56,3613.9,0.4,May,4532.27
UK,2005,9927.97,15721.39,87.64,49.29,29.72,33.84,1847.77,0.47,Nov,10300.22
UK,2005,6543.3,11576.32,41.91,10.53,40.31,12.92,1644.39,0.06,Oct,6311.98
UK,2005,454.17,12381.66,34.93,38.64,36.72,30.68,4736.73,0.28,Sep,430.48
UK,2006,5554.35,38260.03,33.65,15.6,28.06,11.12,4174.05,0.15,Apr,5483.98
UK,2006,5277.57,18764.03,11.8,17.06,37.11,25.2,1447.25,0.22,Aug,5043.65
UK,2006,1191.31,13371.16,17.76,13.33,56.98,11.15,3712.54,0.07,Dec,1179.59
UK,2006,9920.37,24010.87,25.02,15.0,24.3,32.74,4602.42,0.37,Feb,9978.28
UK,2006,9417.33,23248.58,82.11,18.82,49.99,15.01,1130.96,0.45,Jan,9448.04
UK,2006,5194.08,31666.47,27.17,17.82,41.93,27.03,908.83,0.1,Jun,4966.49
UK,2006,2739.93,24215.05,77.77,40.49,31.28,10.86,1353.25,0.32,Mar,2534.51
UK,2006,1226.06,44509.01,71.2,18.93,43.61,24.42,872.45,0.21,Nov,1182.63
UK,2006,8074.72,48448.54,6.5,29.68,57.02,39.76,1769.17,0.48,Oct,7439.96
UK,2006,9333.04,19448.13,44.76,41.4,42.05,27.15,2198.41,0.31,Sep,9645.83
UK,2007,5497.39,1857.72,40.55,75.5,49.84,26.35,949.77,0.21,Apr,5232.86
UK,2007,3694.97,15747.8,34.56,11.92,23.92,23.41,3593.89,0.33,Aug,3411.08
UK,2007,5265.67,46954.08,16.71,52.49,21.44,13.82,2580.99,0.4,Dec,4759.2
UK,2007,9213.3,29811.21,18.93,17.28,48.4,16.49,3443.76,0.46,Feb,9184.49
UK,2007,6017.1,5473.08,43.72,11.65,25.9,33.07,2798.48,0.29,Jan,5990.24
UK,2007,1656.11,17398.79,10.21,52.98,48.84,24.16,2088.99,0.24,Jul,1575.11
UK,2007,9124.34,45859.12,60.07,52.67,22.55,31.76,2586.98,0.18,Jun,8310.05
UK,2007,9420.11,35492.99,68.23,67.2,24.63,19.96,315.15,0.21,Mar,9056.91
UK,2007,3616.83,36617.59,30.09,72.28,52.44,35.4,3635.07,0.15,May,3423.99
UK,2007,3051.62,23585.02,80.45,58.49,39.37,15.76,2506.75,0.2,Nov,3056.41
UK,2007,5843.93,26975.26,34.57,48.94,37.18,37.16,1815.11,0.34,Oct,5790.56
UK,2007,3849.64,40241.03,37.35,72.05,33.09,15.74,51.29,0.36,Sep,3675.21
UK,2008,4983.61,44317.04,7.89,11.73,35.62,12.53,4475.68,0.33,Apr,4648.13
UK,2008,4588.2,30997.65,87.38,45.21,41.87,17.62,1168.98,0.46,Aug,4809.38
UK,2008,5322.51,39546.68,76.78,72.7,56.93,23.54,2830.88,0.35,Dec,5152.72
UK,2008,4377.22,9737.01,78.86,32.18,41.1,36.03,2561.1,0.3,Feb,4391.41
UK,2008,5410.66,797.04,78.15,64.15,31.34,37.15,4224.61,0.3,Jan,4983.67
UK,2008,5216.8,19918.13,75.09,63.35,22.05,29.23,3963.7,0.4,Jul,5075.1
UK,2008,6294.13,17327.82,57.91,63.25,22.15,23.47,1584.09,0.25,Jun,5690.71
UK,2008,3407.38,32954.73,68.22,43.13,33.3,12.98,4971.47,0.23,May,3324.98
UK,2008,174.66,42362.49,26.7,20.04,36.93,20.81,1682.07,0.43,Oct,182.45
UK,2008,3666.71,38180.1,34.57,38.1,26.37,32.0,4093.14,0.24,Sep,3511.36
UK,2009,3600.13,5264.08,74.06,64.17,34.93,25.72,4898.63,0.49,Apr,3261.18
UK,2009,316.33,35796.19,53.38,22.22,22.89,25.0,943.85,0.07,Aug,286.17
UK,2009,7314.74,47224.37,60.69,72.9,30.65,29.33,200.65,0.47,Dec,7008.97
UK,2009,1764.22,16044.05,28.33,42.1,28.12,38.69,2594.91,0.49,Feb,1630.15
UK,2009,4842.37,36171.04,12.94,41.38,32.99,39.23,1092.21,0.28,Jan,4375.09
UK,2009,5382.66,19529.44,6.13,51.48,50.74,33.95,3332.37,0.45,Jul,5454.96
UK,2009,5045.67,10430.25,66.55,70.53,48.96,14.78,3632.94,0.24,Jun,4888.14
UK,2009,1949.33,29186.46,60.27,11.1,30.93,21.21,4203.36,0.16,Mar,1838.97
UK,2009,7036.66,28068.19,65.93,64.13,32.17,39.33,822.37,0.12,May,7283.03
UK,2009,219.77,31933.44,13.58,23.64,35.96,35.13,4322.53,0.43,Nov,201.62
UK,2009,1685.27,28164.62,41.65,73.01,30.51,37.35,4356.37,0.37,Oct,1758.39
UK,2009,1643.02,5207.14,33.4,52.35,40.6,26.16,2821.37,0.08,Sep,1556.1
UK,2010,463.41,21660.26,48.01,71.64,51.84,11.16,4512.04,0.34,Apr,478.82
UK,2010,6036.44,33434.81,67.88,18.89,53.85,29.08,1027.95,0.5,Aug,5978.74
UK,2010,9314.32,47393.78,30.49,54.82,23.38,29.72,3967.43,0.31,Dec,9537.92
UK,2010,8103.18,11258.77,37.22,51.46,39.93,35.57,450.32,0.15,Feb,8488.91
